scientific_name,taxon_level,taxon_rank,taxon_rank_source,source_species_count,path_depth_min,path_depth_max,example_species,example_classification_path
Sempervivoideae,higher_taxon,subfamily,suffix,30,9,9,Rhodiola himalensis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Crassulaceae|Sempervivoideae|Umbiliceae|Rhodiola|Rhodiola himalensis
Senegalia,higher_taxon,genus,path_depth,3,9,9,Senegalia catechu,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Senegalia|sect.|Senegalia catechu
Senna,higher_taxon,genus,path_depth,10,9,9,Senna alata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Senna|Senna alata
Sepsinae,higher_taxon,subfamily,suffix,2,9,9,Nemopoda nitidula,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Sepsidae|Sepsinae|Nemopoda|Nemopoda nitidula
Sesameae,higher_taxon,tribe,suffix,1,9,9,Sesamum indicum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Pedaliaceae|Sesameae|Sesamum|Sesamum indicum
Sesbania,higher_taxon,genus,path_depth,1,9,9,Sesbania sesban,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Sesbania|Sesbania sesban
Setaria,higher_taxon,genus,path_depth,7,9,9,Setaria palmifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Setaria|Setaria palmifolia
Sicyoeae,higher_taxon,tribe,suffix,9,9,9,Sicyos edulis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Cucurbitaceae|Sicyoeae|Sicyos|Sicyos edulis
Sieruela,higher_taxon,genus,path_depth,1,9,9,Cleome rutidosperma,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Cleomaceae|Sieruela|Sieruela rutidosperma
Sileneae,higher_taxon,tribe,suffix,14,9,9,Silene khasiana,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Sileneae|Silene|Silene khasiana
Siler,higher_taxon,genus,path_depth,1,9,9,Siler semiglaucus,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Salticidae|Siler|Siler semiglaucus
Singa,higher_taxon,genus,path_depth,1,9,9,Singa hamata,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Araneidae|Singa|Singa hamata
Siparuna,higher_taxon,genus,path_depth,1,9,9,Siparuna thecaphora,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Laurales|Siparunaceae|Siparuna|Siparuna thecaphora
Siphlonuridae,higher_taxon,family,suffix,1,9,9,Siphlonurus alternatus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Ephemeroptera|Baetoidea|Siphlonuridae|Siphlonurus|Siphlonurus alternatus
Sloaneoideae,higher_taxon,subfamily,suffix,1,9,9,Sloanea tomentosa,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Oxalidales|Elaeocarpaceae|Sloaneoideae|Sloaneeae|Sloanea|Sloanea tomentosa
Smeringopus,higher_taxon,genus,path_depth,1,9,9,Smeringopus pallidus,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Pholcidae|Smeringopus|Smeringopus pallidus
Smilax,higher_taxon,genus,path_depth,11,9,9,Smilax munita,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Smilacaceae|Smilax|Smilax munita
Smithia,higher_taxon,genus,path_depth,1,9,9,Smithia ciliata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Smithia|Smithia ciliata
Smitinandia,higher_taxon,genus,path_depth,1,9,9,Smitinandia micrantha,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Smitinandia|Smitinandia micrantha
Sohmaea,higher_taxon,genus,path_depth,1,9,9,Sohmaea laxiflora,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Sohmaea|Sohmaea laxiflora
Solanoideae,higher_taxon,subfamily,suffix,47,9,9,Solanum viarum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum viarum
Sophora,higher_taxon,genus,path_depth,1,9,9,Sophora moorcroftiana,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Sophora|Sophora moorcroftiana
Spathiphyllum,higher_taxon,genus,path_depth,2,9,9,Spathiphyllum wallisii,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Spathiphyllum|Spathiphyllum wallisii
Spathoglottis,higher_taxon,genus,path_depth,1,9,9,Spathoglottis ixioides,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Spathoglottis|Spathoglottis ixioides
Spatholobus,higher_taxon,genus,path_depth,1,9,9,Spatholobus parviflorus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Spatholobus|Spatholobus parviflorus
Sperguleae,higher_taxon,tribe,suffix,1,9,9,Spergula arvensis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Sperguleae|Spergula|Spergula arvensis
Sphaerocystidaceae,higher_taxon,family,suffix,1,9,9,Sphaerocystis schroeteri,Plantae|Viridiplantae|Chlorophyta|Chlorophyta|Chlorophytina|Chlorophyceae|Chlamydomonadales|Sphaerocystidaceae|Sphaerocystis|Sphaerocystis schroeteri
Sphagnum,higher_taxon,genus,path_depth,2,9,9,Sphagnum cuspidatulum,Eukaryota|Plantae|Bryobiotina|Bryophyta|Sphagnopsida|Sphagnales|Sphagnaceae|Sphagnum|Sphagnum cuspidatulum
Sphenoclea,higher_taxon,genus,path_depth,1,9,9,Sphenoclea zeylanica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Sphenocleaceae|Sphenoclea|Sphenoclea zeylanica
Sphingidae,higher_taxon,family,suffix,48,9,9,Daphnis nerii,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Bombycoidea|Sphingidae|Macroglossinae|Macroglossini|Daphnis|Daphnis nerii
Spiranthes,higher_taxon,genus,path_depth,2,9,9,Spiranthes australis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Spiranthes|Spiranthes australis
Spirodela,higher_taxon,genus,path_depth,1,9,9,Spirodela polyrhiza,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Spirodela|Spirodela polyrhiza
Spondiadeae,higher_taxon,tribe,suffix,2,9,9,Spondias pinnata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Anacardiaceae|Spondiadeae|Spondias|Spondias pinnata
Stachyurus,higher_taxon,genus,path_depth,1,9,9,Stachyurus himalaicus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Crossosomatales|Stachyuraceae|Stachyurus|Stachyurus himalaicus
Staphyliniformia,higher_taxon,genus,path_depth,132,9,9,Xylotrupes socrates,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Staphyliniformia|Scarabaeoidea|Scarabaeidae|Dynastinae|Dynastini|Xylotrupina|Xylotrupes|Xylotrupes socrates
Stathmopodidae,higher_taxon,family,suffix,1,9,9,Stathmopoda auriferella,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Gelechioidea|Stathmopodidae|Stathmopoda|Stathmopoda auriferella
Stenochlaenoideae,higher_taxon,subfamily,suffix,1,9,9,Stenochlaena tenuifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Blechnaceae|Stenochlaenoideae|Stenochlaena|Stenochlaena tenuifolia
Sterculioideae,higher_taxon,subfamily,suffix,1,9,9,Sterculia villosa,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Sterculioideae|Sterculia|Sterculia villosa
Stigmina carpophila,higher_taxon,genus,path_depth,1,9,9,Wilsonomyces carpophilus,Eukaryota|Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Mycosphaerellaceae|Stigmina|Stigmina carpophila
Stomorhina,higher_taxon,genus,path_depth,2,9,16,Stomorhina discolor,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Calliphoridae|Stomorhina|Stomorhina discolor
Stratiomyinae,higher_taxon,subfamily,suffix,3,9,9,Prosopochrysa vitripennis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Stratiomyidae|Stratiomyinae|Prosopochrysini|Prosopochrysa|Prosopochrysa vitripennis
Strelitzia,higher_taxon,genus,path_depth,2,9,9,Strelitzia reginae,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Zingiberales|Strelitziaceae|Strelitzia|Strelitzia reginae
Streptopus,higher_taxon,genus,path_depth,1,9,9,Streptopus simplex,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Liliaceae|Streptopus|Streptopus simplex
Stuckenia,higher_taxon,genus,path_depth,1,9,9,Stuckenia pectinata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Potamogetonaceae|Stuckenia|Stuckenia pectinata
Stylosanthes,higher_taxon,genus,path_depth,1,9,9,Stylosanthes guianensis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Stylosanthes|Stylosanthes guianensis
Styphnolobium,higher_taxon,genus,path_depth,1,9,9,Styphnolobium japonicum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Styphnolobium|Styphnolobium japonicum
Suhpalacsa,higher_taxon,genus,path_depth,1,9,9,Suhpalacsa subtrahens,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Neuroptera|Ascalaphidae|Suhpalacsa|Suhpalacsa subtrahens
Suillelloideae,higher_taxon,subfamily,suffix,1,9,9,Neoboletus subvelutipes,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Boletales|Boletaceae|Suillelloideae|Neoboletus|Neoboletus subvelutipes
Sunhangia,higher_taxon,genus,path_depth,1,9,9,Sunhangia elegans,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Sunhangia|Sunhangia elegans
Symplocos,higher_taxon,genus,path_depth,2,9,9,Symplocos paniculata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Symplocaceae|Symplocos|Symplocos paniculata
Synema,higher_taxon,genus,path_depth,1,9,9,Synema globosum,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Thomisidae|Synema|Synema globosum
Synemosyna,higher_taxon,genus,path_depth,1,9,9,Synemosyna formica,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Salticidae|Synemosyna|Synemosyna formica
Syngonium,higher_taxon,genus,path_depth,1,9,9,Syngonium podophyllum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Syngonium|Syngonium podophyllum
Syrphinae,higher_taxon,subfamily,suffix,25,9,16,Episyrphus balteatus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Syrphidae|Syrphinae|Syrphini|Episyrphus|Episyrphus|Episyrphus balteatus
Tabaninae,higher_taxon,subfamily,suffix,1,9,9,Tabanus autumnalis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Tabanidae|Tabaninae|Tabanini|Tabanus|Tabanus autumnalis
Tabellariales,higher_taxon,order,suffix,1,9,9,Tabellaria flocculosa,Chromista|Harosa|Halvaria|Heterokonta|Ochrophyta|Bacillariophyceae|Fragilariophycidae|Tabellariales|Tabellariaceae|Tabellaria|Tabellaria flocculosa
Tachininae,higher_taxon,subfamily,suffix,2,9,9,Nemoraea pellucida,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Tachinidae|Tachininae|Nemoraeini|Nemoraea|Nemoraea pellucida
Tadehagi,higher_taxon,genus,path_depth,1,9,9,Tadehagi pseudotriquetrum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Tadehagi|Tadehagi pseudotriquetrum
Taeniophyllum,higher_taxon,genus,path_depth,1,9,9,Taeniophyllum scaberulum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Taeniophyllum|Taeniophyllum scaberulum
Tainia,higher_taxon,genus,path_depth,1,9,9,Tainia minor,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Tainia|Tainia minor
Talinum,higher_taxon,genus,path_depth,2,9,9,Talinum paniculatum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Talinaceae|Talinum|Talinum paniculatum
Tamariceae,higher_taxon,tribe,suffix,3,9,9,Myricaria rosea,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Tamaricaceae|Tamariceae|Myricaria|Myricaria rosea
Tamarindus,higher_taxon,genus,path_depth,1,9,9,Tamarindus indica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Tamarindus|Tamarindus indica
Tapiririeae,higher_taxon,tribe,suffix,1,9,9,Choerospondias axillaris,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Anacardiaceae|Tapiririeae|Choerospondias|Choerospondias axillaris
Tarenaya,higher_taxon,genus,path_depth,1,9,9,Cleome houtteana,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Cleomaceae|Tarenaya|Tarenaya houtteana
Targioniaceae,higher_taxon,family,suffix,1,9,9,Targionia hypophylla,Eukaryota|Plantae|Bryobiotina|Marchantiophyta|Marchantiopsida|Marchantiidae|Marchantiales|Targioniaceae|Targionia|Targionia hypophylla
Tateishia,higher_taxon,genus,path_depth,1,9,9,Tateishia concinna,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Tateishia|Tateishia concinna
Taxaceae,higher_taxon,family,suffix,5,9,11,Taxus wallichiana,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Cupressidae|Cupressales|Taxaceae|Taxus|Taxus wallichiana
Tecomeae,higher_taxon,tribe,suffix,7,9,9,Tecoma stans,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Bignoniaceae|Tecomeae|Tecoma|Tecoma stans
Tectaria,higher_taxon,genus,path_depth,4,9,9,Tectaria coadunata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Tectariaceae|Tectaria|Tectaria coadunata
Tectonoideae,higher_taxon,subfamily,suffix,1,9,9,Tectona grandis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Tectonoideae|Tectona|Tectona grandis
Tegenaria,higher_taxon,genus,path_depth,2,9,9,Tegenaria domestica,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Agelenidae|Tegenaria|Tegenaria domestica
Telamonia,higher_taxon,genus,path_depth,2,9,9,Telamonia dimidiata,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Salticidae|Telamonia|Telamonia dimidiata
Tenthredinoidea,higher_taxon,genus,path_depth,11,9,14,Arge similis,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Hymenoptera|Symphyta|Tenthredinoidea|Argidae|Arginae|Arge|Arge similis
Tephritinae,higher_taxon,subfamily,suffix,4,9,9,Campiglossa sororcula,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Tephritidae|Tephritinae|Tephritini|Campiglossa|Campiglossa sororcula
Tephrosia,higher_taxon,genus,path_depth,3,9,9,Tephrosia purpurea,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Tephrosia|Tephrosia purpurea
Terebrantes,higher_taxon,genus,path_depth,22,9,14,Cotesia glomerata,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hymenoptera|Apocrita|Terebrantes|Ichneumonoidea|Braconidae|Cotesia|Cotesia glomerata
Tetragnatha,higher_taxon,genus,path_depth,1,9,9,Tetragnatha hasselti,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Tetragnathidae|Tetragnatha|Tetragnatha hasselti
Tettigoniidea,higher_taxon,genus,path_depth,34,9,9,Conocephalus maculatus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Orthoptera|Ensifera|Tettigoniidea|Tettigonioidea|Tettigoniidae|Conocephalinae|Conocephalini|Conocephalus|Conocephalus|Conocephalus maculatus
Thalictroideae,higher_taxon,subfamily,suffix,12,9,9,Thalictrum reniforme,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Thalictroideae|Thalictrum|Thalictrum reniforme
Thamnocalamus,higher_taxon,genus,path_depth,1,9,9,Thamnocalamus spathiflorus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Thamnocalamus|Thamnocalamus spathiflorus
Theeae,higher_taxon,tribe,suffix,2,9,9,Camellia sinensis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Theaceae|Theeae|Camellia|Camellia sinensis
Thelypteridoideae,higher_taxon,subfamily,suffix,16,9,9,Ampelopteris prolifera,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Thelypteridaceae|Thelypteridoideae|Ampelopteris|Ampelopteris prolifera
Thereuonema,higher_taxon,genus,path_depth,1,9,9,Thereuonema tuberculata,Eukaryota|Animalia|Arthropoda|Myriapoda|Chilopoda|Scutigeromorpha|Scutigeridae|Thereuonema|Thereuonema tuberculata
Thereuopoda,higher_taxon,genus,path_depth,1,9,9,Thereuopoda clunifera,Eukaryota|Animalia|Arthropoda|Myriapoda|Chilopoda|Scutigeromorpha|Scutigeridae|Thereuopoda|Thereuopoda clunifera
Theridion,higher_taxon,genus,path_depth,1,9,9,Theridion quadratum,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Theridiidae|Theridion|Theridion quadratum
Thermopsis,higher_taxon,genus,path_depth,1,9,9,Thermopsis barbata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Thermopsis|Thermopsis barbata
Theropogon,higher_taxon,genus,path_depth,1,9,9,Theropogon pallidus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Theropogon|Theropogon pallidus
Thesium,higher_taxon,genus,path_depth,1,9,9,Thesium himalense,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Santalales|Thesiaceae|Thesium|Thesium himalense
Thiania,higher_taxon,genus,path_depth,1,9,9,Thiania bhamoensis,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Salticidae|Thiania|Thiania bhamoensis
Thiarinae,higher_taxon,subfamily,suffix,2,9,9,Melanoides tuberculata,Eukaryota|Animalia|Mollusca|Gastropoda|Caenogastropoda|Cerithioidea|Thiaridae|Thiarinae|Melanoides|Melanoides tuberculata
Thladiantheae,higher_taxon,tribe,suffix,1,9,9,Thladiantha cordifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Cucurbitales|Cucurbitaceae|Thladiantheae|Thladiantha|Thladiantha cordifolia
Thomisus,higher_taxon,genus,path_depth,4,9,9,Thomisus yarang,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Thomisidae|Thomisus|Thomisus yarang
Thunbergioideae,higher_taxon,subfamily,suffix,7,9,9,Thunbergia coccinea,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Thunbergioideae|Thunbergieae|Thunbergia|Thunbergia coccinea
Thunia,higher_taxon,genus,path_depth,1,9,9,Thunia alba,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Thunia|Thunia alba
Thyatiridae,higher_taxon,family,suffix,7,9,9,Gaurena florens,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Drepanoidea|Thyatiridae|Thyatirinae|Gaurena|Gaurena florens
Thyene,higher_taxon,genus,path_depth,1,9,9,Thyene orientalis,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Salticidae|Thyene|Thyene orientalis
Thylacospermeae,higher_taxon,tribe,suffix,1,9,9,Thylacospermum caespitosum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Thylacospermeae|Thylacospermum|Thylacospermum caespitosum
Thymelaeoideae,higher_taxon,subfamily,suffix,6,9,9,Daphne bholua,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Thymelaeaceae|Thymelaeoideae|Daphne|Daphne bholua
Thyrididae,higher_taxon,family,suffix,3,9,9,Hypolamprus ypsilon,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Thyridoidea|Thyrididae|Siculodinae|Siculodini|Hypolamprus|Hypolamprus ypsilon
Thyrsodieae,higher_taxon,tribe,suffix,2,9,9,Schinus latifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Anacardiaceae|Thyrsodieae|Schinus|Schinus latifolia
Thysanolaena,higher_taxon,genus,path_depth,1,9,9,Thysanolaena latifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Thysanolaena|Thysanolaena latifolia
Tibetia,higher_taxon,genus,path_depth,1,9,9,Tibetia himalaica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Tibetia|Tibetia himalaica
Tigridia,higher_taxon,genus,path_depth,1,9,9,Tigridia pavonia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Tigridia|Tigridia pavonia
Tineidae,higher_taxon,family,suffix,9,9,9,Tineola bisselliella,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Tineoidea|Tineidae|Tineola|Tineola bisselliella
Tipulinae,higher_taxon,subfamily,suffix,12,9,12,Nephrotoma appendiculata,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Tipulidae|Tipulinae|Nephrotoma|Nephrotoma appendiculata
Tipulomorpha,higher_taxon,genus,path_depth,2,9,9,Nephrotoma wulpiana,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Diptera|Nematocera|Tipulomorpha|Tipuloidea|Tipulidae|Tipulinae|Nephrotoma|Nephrotoma brevipennis|Nephrotoma wulpiana
Torenia,higher_taxon,genus,path_depth,6,9,9,Torenia fournieri,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Linderniaceae|Torenia|Torenia fournieri
Torricellia,higher_taxon,genus,path_depth,1,9,9,Torricellia tiliifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Torricelliaceae|Torricellia|Torricellia tiliifolia
Tortricidae,higher_taxon,family,suffix,17,9,9,Adoxophyes privatana,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Tortricoidea|Tortricidae|Tortricinae|Archipini|Adoxophyes|Adoxophyes privatana
Toxeus,higher_taxon,genus,path_depth,1,9,9,Toxeus magnus,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Salticidae|Toxeus|Toxeus magnus
Toxicopueraria,higher_taxon,genus,path_depth,2,9,9,Pueraria peduncularis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Toxicopueraria|Toxicopueraria peduncularis
Trachycarpus,higher_taxon,genus,path_depth,2,9,9,Trachycarpus martianus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Trachycarpus|Trachycarpus martianus
Tradescantia,higher_taxon,genus,path_depth,6,9,9,Tradescantia pallida,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Commelinales|Commelinaceae|Tradescantia|Tradescantia pallida
Trema,higher_taxon,genus,path_depth,1,9,9,Trema orientale,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Cannabaceae|Trema|Trema orientale
Trichonephila,higher_taxon,genus,path_depth,1,9,9,Trichonephila clavata,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Araneidae|Trichonephila|Trichonephila clavata
Tricyrtis,higher_taxon,genus,path_depth,1,9,9,Tricyrtis lasiocarpa,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Liliaceae|Tricyrtis|Tricyrtis lasiocarpa
Trifolium,higher_taxon,genus,path_depth,3,9,9,Trifolium repens,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Trifolium|Trifolium repens
Trigonella,higher_taxon,genus,path_depth,2,9,9,Trigonella emodi,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Trigonella|Trigonella emodi
Trillium,higher_taxon,genus,path_depth,1,9,9,Trillium govanianum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Melanthiaceae|Trillium|Trillium govanianum
Trimezia,higher_taxon,genus,path_depth,2,9,9,Trimezia candida,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Iridaceae|Trimezia|Trimezia candida
Tripidium,higher_taxon,genus,path_depth,2,9,9,Tripidium ravennae,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Tripidium|Tripidium ravennae
Triticum,higher_taxon,genus,path_depth,1,9,9,Triticum aestivum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Poaceae|Triticum|Triticum aestivum
Trochosa,higher_taxon,genus,path_depth,1,9,9,Trochosa humicola,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Lycosidae|Trochosa|Trochosa humicola
Tropaeolum,higher_taxon,genus,path_depth,1,9,9,Tropaeolum majus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Tropaeolaceae|Tropaeolum|Tropaeolum majus
Trypetinae,higher_taxon,subfamily,suffix,2,9,9,Acidia cognata,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Tephritidae|Trypetinae|Trypetini|Trypetina|Acidia|Acidia cognata
Typha,higher_taxon,genus,path_depth,4,9,9,Typha angustifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Typhaceae|Typha|Typha angustifolia
