scientific_name,taxon_level,taxon_rank,taxon_rank_source,source_species_count,path_depth_min,path_depth_max,example_species,example_classification_path,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Castaliina,higher_taxon,genus,path_depth,3,12,12,Caleta decidia,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Papilionoidea|Lycaenidae|Polyommatinae|Polyommatini|Castaliina|Caleta|Caleta decidia,BestMatch,9.41145,Exact,0,Castaliina,Castaliina,Castaliina,1265007,Castaliina,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Papilionoidea|Lycaenidae|Polyommatinae|Polyommatini|Castaliina,
Castalius,higher_taxon,genus,path_depth,1,12,12,Castalius rosimon,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Polyommatinae|Polyommatini|Castalius|Castalius rosimon,BestMatch,9.41215,Exact,0,Castalius,"Castalius Hübner, 1819",Castalius,9CK9V,"Castalius Hübner, 1819",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Polyommatinae|Polyommatini|Castalius,
Catantopinae,higher_taxon,subfamily,suffix,10,12,12,Xenocatantops humilis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Orthoptera|Caelifera|Acrididea|Acridoidea|Acrididae|Catantopinae|Catantopini|Xenocatantops|Xenocatantops humilis,BestMatch,9.41215,Exact,0,Catantopinae,"Catantopinae Brunner von Wattenwyl, 1893",Catantopinae,8NKSS,"Catantopinae Brunner von Wattenwyl, 1893",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Orthoptera|Caelifera|Acrididea|Acridoidea|Acrididae|Catantopinae,
Catharanthus,higher_taxon,genus,path_depth,1,12,12,Catharanthus roseus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Rauvolfioideae|Vinceae|Catharanthinae|Catharanthus|Catharanthus roseus,BestMatch,9.41215,Exact,0,Catharanthus,Catharanthus G.Don,Catharanthus,3JFJ,Catharanthus G.Don,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Rauvolfioideae|Vinceae|Catharanthinae|Catharanthus,
Cathcartia betonicifolia,higher_taxon,genus,path_depth,1,12,12,Meconopsis betonicifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae|Papaveroideae|Papavereae|Cathcartia|Cathcartia betonicifolia,BestMatch,9.41215,Exact,0,Cathcartia betonicifolia,Cathcartia betonicifolia (Franch.) Prain,Cathcartia betonicifolia,5XG4K,Cathcartia betonicifolia (Franch.) Prain,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae|Papaveroideae|Papavereae|Cathcartia|Cathcartia betonicifolia,
Cathetus clarkei,higher_taxon,genus,path_depth,1,12,12,Phyllanthus clarkei,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Phyllanthaceae|Phyllanthoideae|Phyllantheae|Cathetus|Cathetus clarkei,BestMatch,9.41215,Exact,0,Cathetus clarkei,Cathetus clarkei (Hook.fil.) R.W.Bouman,Cathetus clarkei,M8G97,Cathetus clarkei (Hook.fil.) R.W.Bouman,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Phyllanthaceae|Phyllanthoideae|Phyllantheae|Cathetus|Cathetus clarkei,
Cathetus virgatus,higher_taxon,genus,path_depth,1,12,12,Phyllanthus virgatus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Phyllanthaceae|Phyllanthoideae|Phyllantheae|Cathetus|Cathetus virgatus,BestMatch,9.41215,Exact,0,Cathetus virgatus,Cathetus virgatus (G.Forst.) R.W.Bouman,Cathetus virgatus,M8GDR,Cathetus virgatus (G.Forst.) R.W.Bouman,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Phyllanthaceae|Phyllanthoideae|Phyllantheae|Cathetus|Cathetus virgatus,
Catochrysops,higher_taxon,genus,path_depth,2,12,12,Catochrysops strabo,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Polyommatinae|Polyommatini|Catochrysops|Catochrysops strabo,BestMatch,9.41215,Exact,0,Catochrysops,"Catochrysops Boisduval, 1832",Catochrysops,9CKB6,"Catochrysops Boisduval, 1832",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Polyommatinae|Polyommatini|Catochrysops,
Catreus,higher_taxon,genus,path_depth,1,12,12,Catreus wallichii,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Galliformes|Phasianidae|Catreus|Catreus wallichii,BestMatch,9.41215,Exact,0,Catreus,"Catreus Cabanis, 1851",Catreus,62KBZ,"Catreus Cabanis, 1851",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Galliformes|Phasianidae|Catreus,
Catunaregam,higher_taxon,genus,path_depth,1,12,12,Catunaregam spinosa,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Rubiaceae|Dialypetalanthoideae|Gardenieae|Brachytominae|Catunaregam|Catunaregam spinosa,BestMatch,9.41215,Exact,0,Catunaregam,Catunaregam N.M.Wolf,Catunaregam,8VW2B,Catunaregam N.M.Wolf,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Rubiaceae|Dialypetalanthoideae|Gardenieae|Brachytominae|Catunaregam,
Cavea,higher_taxon,genus,path_depth,1,12,12,Cavea tanguensis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduoideae|Cardueae|Saussureinae|Cavea|Cavea tanguensis,BestMatch,9.41215,Exact,0,Cavea,Cavea W.W.Sm. & Small,Cavea,3JRT,Cavea W.W.Sm. & Small,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduoideae|Cardueae|Saussureinae|Cavea,
Cecropis,higher_taxon,genus,path_depth,1,12,12,Cecropis daurica,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Hirundinidae|Cecropis|Cecropis daurica,BestMatch,9.41215,Exact,0,Cecropis,"Cecropis F. Boie, 1826",Cecropis,3JWD,"Cecropis F. Boie, 1826",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Hirundinidae|Cecropis,
Celastrina,higher_taxon,genus,path_depth,4,12,13,Celastrina lavendularis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Polyommatinae|Polyommatini|Celastrina|Celastrina lavendularis,BestMatch,9.41215,Exact,0,Celastrina,"Celastrina Tutt, 1906",Celastrina,9CKBC,"Celastrina Tutt, 1906",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Polyommatinae|Polyommatini|Celastrina,
Celastrinina,higher_taxon,genus,path_depth,2,12,12,Udara albocaerulea,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Papilionoidea|Lycaenidae|Polyommatinae|Polyommatini|Celastrinina|Udara|Udara albocaerulea,BestMatch,9.41145,Exact,0,Celastrinina,Celastrinina,Celastrinina,522671,Celastrinina,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Papilionoidea|Lycaenidae|Polyommatinae|Polyommatini|Celastrinina,
Cenaeus,higher_taxon,genus,path_depth,1,12,12,Cenaeus carnifex,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Hemiptera|Heteroptera|Pentatomomorpha|Pyrrhocoroidea|Pyrrhocoridae|Cenaeus|Cenaeus carnifex,BestMatch,9.41145,Exact,0,Cenaeus,Cenaeus,Cenaeus,532585,Cenaeus,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Hemiptera|Heteroptera|Pentatomomorpha|Pyrrhocoroidea|Pyrrhocoridae|Cenaeus,
Centaurea,higher_taxon,genus,path_depth,1,12,12,Centaurea cyanus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduoideae|Cardueae|Centaureinae|Centaurea|Centaurea cyanus,BestMatch,9.41215,Exact,0,Centaurea,Centaurea L.,Centaurea,3K5Z,Centaurea L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduoideae|Cardueae|Centaureinae|Centaurea,
Centella,higher_taxon,genus,path_depth,1,12,12,Centella asiatica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Mackinlayoideae|Xanthosieae|Centellinae|Centella|Centella asiatica,BestMatch,9.41215,Exact,0,Centella,Centella L.,Centella,3K65,Centella L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Mackinlayoideae|Xanthosieae|Centellinae|Centella,
Centratherum,higher_taxon,genus,path_depth,1,12,12,Centratherum punctatum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Vernonioideae|Vernonieae|Lychnophorinae|Centratherum|Centratherum punctatum,BestMatch,9.41215,Exact,0,Centratherum,Centratherum Cass.,Centratherum,3K75,Centratherum Cass.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Vernonioideae|Vernonieae|Lychnophorinae|Centratherum,
Centrocorynus,higher_taxon,genus,path_depth,1,12,12,Centrocorynus scutellaris,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Attelabidae|Centrocorynus|Centrocorynus scutellaris,BestMatch,9.41215,Exact,0,Centrocorynus,"Centrocorynus Jekel, H., 1860",Centrocorynus,8HFRS,"Centrocorynus Jekel, H., 1860",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Attelabidae|Centrocorynus,
Centropus,higher_taxon,genus,path_depth,2,12,12,Centropus sinensis,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Cuculiformes|Cuculidae|Centropus|Centropus sinensis,BestMatch,9.41215,Exact,0,Centropus,"Centropus Illiger, 1811",Centropus,3KB3,"Centropus Illiger, 1811",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Cuculiformes|Cuculidae|Centropus,
Cephalopyrus,higher_taxon,genus,path_depth,1,12,12,Cephalopyrus flammiceps,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Paridae|Cephalopyrus|Cephalopyrus flammiceps,BestMatch,9.41215,Exact,0,Cephalopyrus,"Cephalopyrus Bonaparte, 1854",Cephalopyrus,3KGY,"Cephalopyrus Bonaparte, 1854",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Paridae|Cephalopyrus,
Cephalotaxus,higher_taxon,genus,path_depth,1,12,12,Cephalotaxus harringtonia,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Pinopsida|Pinidae|Pinales|Taxaceae|Cephalotaxus|Cephalotaxus harringtonia,BestMatch,9.41215,Exact,0,Cephalotaxus,Cephalotaxus Siebold & Zucc. ex Endl.,Cephalotaxus,C6P93,Cephalotaxus Siebold & Zucc. ex Endl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Cupressidae|Cupressales|Cephalotaxaceae|Cephalotaxus,
Cerace,higher_taxon,genus,path_depth,3,12,12,Cerace stipatana,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Tortricoidea|Tortricidae|Tortricinae|Ceracini|Cerace|Cerace stipatana,BestMatch,9.41215,Exact,0,Cerace,"Cerace Walker, 1863",Cerace,924XP,"Cerace Walker, 1863",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Tortricoidea|Tortricidae|Tortricinae|Ceracini|Cerace,
Cerambycinae,higher_taxon,subfamily,suffix,23,12,12,Chlorophorus annularis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Cerambycidae|Cerambycinae|Clytini|Chlorophorus|Chlorophorus annularis,BestMatch,9.41215,Exact,0,Cerambycinae,Cerambycinae,Cerambycinae,BM4GM,Cerambycinae,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Cerambycidae|Cerambycinae,
Cercopidae,higher_taxon,family,suffix,10,12,12,Cosmoscarta bispecularis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Cercopoidea|Cercopidae|Cosmoscartinae|Cosmoscartini|Cosmoscarta|Cosmoscarta bispecularis,BestMatch,9.41215,Exact,0,Cercopidae,"Cercopidae Leach, 1815",Cercopidae,MCHVJ,"Cercopidae Leach, 1815",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Cercopoidea|Cercopidae,
Cereus,higher_taxon,genus,path_depth,3,12,12,Cereus hildmannianus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Cereeae|Cereinae|Cereus|Cereus hildmannianus,BestMatch,9.41215,Exact,0,Cereus,Cereus Mill.,Cereus,3L46,Cereus Mill.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Cereeae|Cereinae|Cereus,
Ceriscoides,higher_taxon,genus,path_depth,1,12,12,Ceriscoides turgida,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Rubiaceae|Dialypetalanthoideae|Gardenieae|Gardeniinae|Ceriscoides|Ceriscoides turgida,BestMatch,9.41215,Exact,0,Ceriscoides,Ceriscoides (Hook.fil.) Tirveng.,Ceriscoides,8VW4K,Ceriscoides (Hook.fil.) Tirveng.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Rubiaceae|Dialypetalanthoideae|Gardenieae|Gardeniinae|Ceriscoides,
Ceropegia,higher_taxon,genus,path_depth,3,12,12,Ceropegia pubescens,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Asclepiadoideae|Ceropegieae|Stapeliinae|Ceropegia|Ceropegia pubescens,BestMatch,9.41215,Exact,0,Ceropegia,Ceropegia L.,Ceropegia,3L7K,Ceropegia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Asclepiadoideae|Ceropegieae|Stapeliinae|Ceropegia,
Certhia,higher_taxon,genus,path_depth,4,12,12,Certhia nipalensis,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Certhiidae|Certhia|Certhia nipalensis,BestMatch,9.41215,Exact,0,Certhia,"Certhia Linnaeus, 1758",Certhia,3L8X,"Certhia Linnaeus, 1758",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Certhiidae|Certhia,
Cerylinae,higher_taxon,subfamily,suffix,2,12,12,Ceryle rudis,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Coraciiformes|Alcedinidae|Cerylinae|Ceryle|Ceryle rudis,BestMatch,9.41215,Exact,0,Cerylinae,Cerylinae,Cerylinae,JB7,Cerylinae,false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Coraciiformes|Alcedinidae|Cerylinae,
Cetacea,higher_taxon,genus,path_depth,1,12,12,Platanista gangetica,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Cetacea|Odontoceti|Platanistidae|Platanista|Platanista gangetica,BestMatch,9.41215,Exact,0,Cetacea,"Cetacea Brisson, 1762",Cetacea,WP,"Cetacea Brisson, 1762",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Cetacea,
Cethosia,higher_taxon,genus,path_depth,2,12,12,Cethosia biblis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Heliconiinae|Acraeini|Cethosia|Cethosia biblis,BestMatch,9.41215,Exact,0,Cethosia,"Cethosia Fabricius, 1807",Cethosia,92525,"Cethosia Fabricius, 1807",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Heliconiinae|Acraeini|Cethosia,
Cetoniinae,higher_taxon,subfamily,suffix,24,12,12,Gametis versicolor,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Staphyliniformia|Scarabaeoidea|Scarabaeidae|Cetoniinae|Cetoniini|Cetoniina|Gametis|Gametis versicolor,BestMatch,9.41215,Exact,0,Cetoniinae,"Cetoniinae Leach, 1815",Cetoniinae,8RYQB,"Cetoniinae Leach, 1815",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Staphyliniformia|Scarabaeoidea|Scarabaeidae|Cetoniinae,
Cettia,higher_taxon,genus,path_depth,3,12,12,Cettia brunnifrons,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Cettiidae|Cettia|Cettia brunnifrons,BestMatch,9.41215,Exact,0,Cettia,"Cettia Bonaparte, 1834",Cettia,3LDD,"Cettia Bonaparte, 1834",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Cettiidae|Cettia,
Chabulina,higher_taxon,genus,path_depth,1,12,12,Chabulina onychinalis,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Pyraloidea|Crambidae|Spilomelinae|Margaroniini|Chabulina|Chabulina onychinalis,BestMatch,9.41145,Exact,0,Chabulina,Chabulina,Chabulina,892396,Chabulina,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Pyraloidea|Crambidae|Spilomelinae|Margaroniini|Chabulina,
Chaenomeles,higher_taxon,genus,path_depth,2,12,12,Chaenomeles japonica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Amygdaloideae|Maleae|Malinae|Chaenomeles|Chaenomeles japonica,BestMatch,9.41215,Exact,0,Chaenomeles,Chaenomeles Lindl.,Chaenomeles,3LGD,Chaenomeles Lindl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Amygdaloideae|Maleae|Malinae|Chaenomeles,
Chaerophyllum,higher_taxon,genus,path_depth,1,12,12,Chaerophyllum villosum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Apioideae|Scandiceae|Scandicinae|Chaerophyllum|Chaerophyllum villosum,BestMatch,9.41215,Exact,0,Chaerophyllum,Chaerophyllum L.,Chaerophyllum,3LH5,Chaerophyllum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Apioideae|Scandiceae|Scandicinae|Chaerophyllum,
Chalcidica,higher_taxon,genus,path_depth,1,12,12,Chalcidica mineus,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Cossoidea|Cossidae|Zeuzerinae|Xyleutini|Chalcidica|Chalcidica mineus,BestMatch,9.41215,Exact,0,Chalcidica,"Chalcidica Hübner, 1820",Chalcidica,93NG3,"Chalcidica Hübner, 1820",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Cossoidea|Cossidae|Zeuzerinae|Xyleutini|Chalcidica,
Chalcoparia,higher_taxon,genus,path_depth,1,12,12,Chalcoparia singalensis,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Nectariniidae|Chalcoparia|Chalcoparia singalensis,BestMatch,9.41215,Exact,0,Chalcoparia,"Chalcoparia Cabanis, 1850",Chalcoparia,3LW2,"Chalcoparia Cabanis, 1850",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Nectariniidae|Chalcoparia,
Chalcosia,higher_taxon,genus,path_depth,1,12,12,Chalcosia suffusa,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Zygaenoidea|Zygaenidae|Chalcosiinae|Chalcosiini|Chalcosia|Chalcosia suffusa,BestMatch,9.41215,Exact,0,Chalcosia,"Chalcosia Hübner, 1819",Chalcosia,9253K,"Chalcosia Hübner, 1819",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Zygaenoidea|Zygaenidae|Chalcosiinae|Chalcosiini|Chalcosia,
Chamaemelum,higher_taxon,genus,path_depth,1,12,12,Chamaemelum nobile,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Santolininae|Chamaemelum|Chamaemelum nobile,BestMatch,9.41215,Exact,0,Chamaemelum,Chamaemelum Mill.,Chamaemelum,3LZQ,Chamaemelum Mill.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Santolininae|Chamaemelum,
Chamidae,higher_taxon,family,suffix,1,12,12,Chama gryphoides,Eukaryota|Animalia|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Venerida|Chamoidea|Chamidae|Chama|Chama gryphoides,BestMatch,9.41215,Exact,0,Chamidae,"Chamidae Lamarck, 1809",Chamidae,7NGP9,"Chamidae Lamarck, 1809",false,1,Catalogue of Life,Eukaryota|Animalia|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Venerida|Chamoidea|Chamidae,
Channoidei,higher_taxon,genus,path_depth,5,12,12,Channa punctata,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Actinopterygii|Actinopteri|Teleostei|Anabantiformes|Channoidei|Channidae|Channa|Channa punctata,BestMatch,9.41215,Exact,0,Channoidei,Channoidei,Channoidei,KV4XN,Channoidei,false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Actinopterygii|Actinopteri|Teleostei|Anabantiformes|Channoidei,
Charagochilus,higher_taxon,genus,path_depth,1,12,12,Charagochilus longicornis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Heteroptera|Cimicomorpha|Miroidea|Miridae|Charagochilus|Charagochilus longicornis,BestMatch,9.41215,Exact,0,Charagochilus,Charagochilus,Charagochilus,3M82,Charagochilus,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Heteroptera|Cimicomorpha|Miroidea|Miridae|Charagochilus,
Charaxes,higher_taxon,genus,path_depth,3,12,12,Charaxes bernardus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Charaxinae|Charaxini|Charaxes|Charaxes bernardus,BestMatch,9.41215,Exact,0,Charaxes,"Charaxes Ochsenheimer, 1816",Charaxes,9254Q,"Charaxes Ochsenheimer, 1816",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Charaxinae|Charaxini|Charaxes,
Chelidorhynx,higher_taxon,genus,path_depth,1,12,12,Chelidorhynx hypoxanthus,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Stenostiridae|Chelidorhynx|Chelidorhynx hypoxanthus,BestMatch,9.41215,Exact,0,Chelidorhynx,"Chelidorhynx Blyth, 1843",Chelidorhynx,3MMW,"Chelidorhynx Blyth, 1843",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Stenostiridae|Chelidorhynx,
Cheritra,higher_taxon,genus,path_depth,1,12,12,Cheritra freja,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Theclinae|Cheritrini|Cheritra|Cheritra freja,BestMatch,9.41215,Exact,0,Cheritra,"Cheritra Moore, 1881",Cheritra,9CKC3,"Cheritra Moore, 1881",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Theclinae|Cheritrini|Cheritra,
Chersonesia,higher_taxon,genus,path_depth,1,12,12,Chersonesia risa,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Cyrestinae|Cyrestini|Chersonesia|Chersonesia risa,BestMatch,9.41215,Exact,0,Chersonesia,"Chersonesia Distant, 1883",Chersonesia,9256P,"Chersonesia Distant, 1883",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Cyrestinae|Cyrestini|Chersonesia,
Childrena,higher_taxon,genus,path_depth,1,12,12,Argynnis childreni,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Heliconiinae|Heliconiini|Childrena|Childrena childreni,BestMatch,9.41215,Exact,0,Childrena,"Childrena Hemming, 1943",Childrena,92577,"Childrena Hemming, 1943",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Heliconiinae|Heliconiini|Childrena,
