Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
BestMatch,9.41215,Exact,0,Buprestis novemmaculata,"Buprestis novemmaculata Linnaeus, 1767",Buprestis novemmaculata,68TQM,"Buprestis novemmaculata Linnaeus, 1767",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Elateriformia|Buprestoidea|Buprestidae|Buprestis|Buprestis novemmaculata,
BestMatch,9.41215,Exact,0,Buprestis octoguttata,"Buprestis octoguttata Linnaeus, 1758",Buprestis octoguttata,NWTC,"Buprestis octoguttata Linnaeus, 1758",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Elateriformia|Buprestoidea|Buprestidae|Buprestis|Buprestis octoguttata,
BestMatch,9.41145,Exact,0,Burara jaina,Burara jaina,Burara jaina,416484,Burara jaina,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Papilionoidea|Hesperiidae|Coeliadinae|Burara|Burara jaina,
BestMatch,9.41145,Exact,0,Burara oedipodea,Burara oedipodea,Burara oedipodea,355550,Burara oedipodea,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Papilionoidea|Hesperiidae|Coeliadinae|Burara|Burara oedipodea,
BestMatch,9.41215,Exact,0,Buteo buteo,"Buteo buteo (Linnaeus, 1758)",Buteo buteo,NYV7,"Buteo buteo (Linnaeus, 1758)",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Accipitriformes|Accipitridae|Buteo|Buteo buteo,
BestMatch,9.41215,Exact,0,Buteo japonicus,"Buteo japonicus Temminck & Schlegel, 1845",Buteo japonicus,NYVB,"Buteo japonicus Temminck & Schlegel, 1845",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Accipitriformes|Accipitridae|Buteo|Buteo japonicus,
BestMatch,9.41215,Exact,0,Buxus sempervirens,Buxus sempervirens L.,Buxus sempervirens,5X65N,Buxus sempervirens L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Buxales|Buxaceae|Buxoideae|Buxus|Buxus sempervirens,
BestMatch,9.41215,Exact,0,Buxus wallichiana,Buxus wallichiana Baill.,Buxus wallichiana,NZF5,Buxus wallichiana Baill.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Buxales|Buxaceae|Buxoideae|Buxus|Buxus wallichiana,
BestMatch,9.41215,Exact,0,Buzara onelia,"Buzara onelia (Guenée, 1852)",Buzara onelia,93W35,"Buzara onelia (Guenée, 1852)",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Erebidae|Erebinae|Buzara|Buzara onelia,
BestMatch,9.41145,Exact,0,Byrrhus pilula,"Byrrhus pilula Linnaeus, 1758",Byrrhus pilula,728039,"Byrrhus pilula Linnaeus, 1758",false,3,ITIS,Animalia|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Holometabola|Coleoptera|Polyphaga|Elateriformia|Byrrhoidea|Byrrhidae|Byrrhinae|Byrrhini|Byrrhus|Byrrhus pilula,
BestMatch,9.41215,Exact,0,Bystropogon canariensis,Bystropogon canariensis (L.) L'Hér.,Bystropogon canariensis,P2KC,Bystropogon canariensis (L.) L'Hér.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Nepetoideae|Mentheae|Menthinae|Bystropogon|Bystropogon canariensis,
BestMatch,9.41145,Exact,0,Byturus tomentosus,Byturus tomentosus,Byturus tomentosus,528660,Byturus tomentosus,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Cucujiformia|Cleroidea|Byturidae|Byturus|Byturus tomentosus,
BestMatch,9.41198,Exact,0,Cabera erythemaria,"Cabera erythemaria Guenée, [1858]",Cabera erythemaria,P449,"Cabera erythemaria Guenée, [1858]",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Geometroidea|Geometridae|Ennominae|Cabera|Cabera erythemaria,
BestMatch,9.41215,Exact,0,Cabera pusaria,"Cabera pusaria (Linnaeus, 1758)",Cabera pusaria,P44R,"Cabera pusaria (Linnaeus, 1758)",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Geometroidea|Geometridae|Ennominae|Cabera|Cabera pusaria,
BestMatch,9.41198,Exact,0,Cabera variolaria,"Cabera variolaria Guenée, [1858]",Cabera variolaria,P44Z,"Cabera variolaria Guenée, [1858]",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Geometroidea|Geometridae|Ennominae|Cabera|Cabera variolaria,
BestMatch,9.41215,Exact,0,Cacatua galerita,"Cacatua galerita (Latham, 1790)",Cacatua galerita,P57C,"Cacatua galerita (Latham, 1790)",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Psittaciformes|Cacatuidae|Cacatua|Cacatua galerita,
BestMatch,9.41145,Exact,0,Cacoscelis nigripennis,Cacoscelis nigripennis,Cacoscelis nigripennis,781956,Cacoscelis nigripennis,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Chrysomelidae|Galerucinae|Alticini|Cacoscelis|Cacoscelis nigripennis,
BestMatch,9.41215,Exact,0,Caeneressa diaphana,"Caeneressa diaphana (Kollar, 1848)",Caeneressa diaphana,92X66,"Caeneressa diaphana (Kollar, 1848)",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Erebidae|Arctiinae|Syntomini|Caeneressa|Caeneressa diaphana,
