Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
BestMatch,9.41215,Exact,0,Apodiformes,Apodiformes,Apodiformes,Q9,Apodiformes,false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Apodiformes,
BestMatch,9.41215,Exact,0,Apoidea,Apoidea,Apoidea,625GP,Apoidea,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hymenoptera|Apocrita|Aculeata|Apoidea,
BestMatch,9.41145,Exact,0,Apona,Apona,Apona,335585,Apona,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Bombycoidea|Eupterotidae|Apona,
BestMatch,9.41215,Exact,0,Aporia,Aporia,Aporia,Z3J,Aporia,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Pieridae|Aporia,
BestMatch,9.41215,Exact,0,Appias,Appias,Appias,Z8L,Appias,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Pieridae|Appias,
BestMatch,9.41215,Exact,0,Aquilaria,Aquilaria Lam.,Aquilaria,ZHM,Aquilaria Lam.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Thymelaeaceae|Aquilarioideae|Aquilaria,
BestMatch,9.41215,Exact,0,Aquilegia,Aquilegia L.,Aquilegia,ZHP,Aquilegia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Thalictroideae|Aquilegia,
BestMatch,9.41215,Exact,0,Arabideae,Arabideae DC.,Arabideae,KTYSG,Arabideae DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Brassicaceae|Brassicoideae|Arabideae,
BestMatch,9.41215,Exact,0,Arabidopsideae,"Arabidopsideae Al-Shehbaz, Hendriks, M.Koch, F.Lens, Lysak, C.D.Bailey, Mumm. & D.A.German",Arabidopsideae,V7K2R,"Arabidopsideae Al-Shehbaz, Hendriks, M.Koch, F.Lens, Lysak, C.D.Bailey, Mumm. & D.A.German",false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Brassicaceae|Brassicoideae|Arabidopsideae,
BestMatch,9.41215,Exact,0,Aradoidea,"Aradoidea Brullé, 1836",Aradoidea,BXWDG,"Aradoidea Brullé, 1836",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Heteroptera|Aradimorpha|Aradoidea,
BestMatch,9.41215,Exact,0,Aralieae,Aralieae Rchb.,Aralieae,VC639,Aralieae Rchb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Araliaceae|Aralioideae|Aralieae,
BestMatch,9.41215,Exact,0,Araucaria,Araucaria Juss.,Araucaria,C6D73,Araucaria Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Cupressidae|Araucariales|Araucariaceae|Araucaria,
BestMatch,9.41215,Exact,0,Arctiinae,"Arctiinae Leach, 1815",Arctiinae,BJ7KJ,"Arctiinae Leach, 1815",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Erebidae|Arctiinae,
