taxon_name_original,CHECK,species,famille,genre,espece,taxon_name,phytochemical_diversity_full,div_group,Aternative,comm,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Butomus_umbellatus_L,,Butomus_umbellatus_L,Butomaceae,,,Butomus umbellatus L,,,,XX-0-NEU-20150111,,,,,Butomus umbellatus L,,,,,,,,,
Equisetum_hyemale_L,,Equisetum_hyemale_L,Equisetaceae,,,Equisetum hyemale L,,,,XX-0-NEU-20150112,,,,,Equisetum hyemale L,,,,,,,,,
Saururus_cernuus_L,,Saururus_cernuus_L,Saururaceae,,,Saururus cernuus L,,,,XX-0-NEU-20150116,,,,,Saururus cernuus L,,,,,,,,,
Betula_nana_L,,Betula_nana_L,Betulaceae,,,Betula nana L,,,,XX-0-NEU-20150117,,,,,Betula nana L,,,,,,,,,
Ptelea_trifoliata_L_subsp_trifoliata,,Ptelea_trifoliata_L_subsp_trifoliata,Rutaceae,,,Ptelea trifoliata L subsp trifoliata,,,,XX-0-NEU-20150119,,,,,Ptelea trifoliata L subsp trifoliata,,,,,,,,,
Grevillea_juniperina_R_Br,,Grevillea_juniperina_R_Br,Proteaceae,,,Grevillea juniperina R Br,,,,XX-0-NEU-20150121,,,,,Grevillea juniperina R Br,,,,,,,,,
Dicksonia_antarctica_LabilL,,Dicksonia_antarctica_LabilL,Dicksoniaceae,,,Dicksonia antarctica LabilL,,,,XX-0-NEU-20150122,,,,,Dicksonia antarctica LabilL,,,,,,,,,
Ilex_crenata_Thunb_Fastigiata,,Ilex_crenata_Thunb_Fastigiata,Aquifoliaceae,,,Ilex crenata Thunb Fastigiata,,,,XX-0-NEU-20150118,,,,,Ilex crenata Thunb Fastigiata,,,,,,,,,
Coriaria_myrtifolia_L,,Coriaria_myrtifolia_L,Coriariaceae,,,Coriaria myrtifolia L,,,,IT-0-NEU-20200100,,,,,Coriaria myrtifolia L,,,,,,,,,
Euphorbia_paralias_L,,Euphorbia_paralias_L,Euphorbiaceae,,,Euphorbia paralias L,,,,FR-0-NEU-20200412,,,,,Euphorbia paralias L,,,,,,,,,
Euphorbia_paralias_L,,Euphorbia_paralias_L,Euphorbiaceae,,,Euphorbia paralias L,,,,FR-0-NEU-20200413,,,,,Euphorbia paralias L,,,,,,,,,
Euphorbia_paralias_L,,Euphorbia_paralias_L,Euphorbiaceae,,,Euphorbia paralias L,,,,FR-0-NEU-20200414,,,,,Euphorbia paralias L,,,,,,,,,
Crithmum_maritimum_L,,Crithmum_maritimum_L,Apiaceae,,,Crithmum maritimum L,,,,ES-0-NEU-20200046,,,,,Crithmum maritimum L,,,,,,,,,
Antirrhinum_majus_subsp_cirrhigerum_Ficalho_Franco,,Antirrhinum_majus_subsp_cirrhigerum_Ficalho_Franco,Plantaginaceae,,,Antirrhinum majus subsp cirrhigerum Ficalho Franco,,,,ES-0-NEU-20190249,,,,,Antirrhinum majus subsp cirrhigerum Ficalho Franco,,,,,,,,,
Tribulus_terrestris_L,,Tribulus_terrestris_L,Zygophyllaceae,,,Tribulus terrestris L,,,,XX-0-MJG-19-69690,,,,,Tribulus terrestris L,,,,,,,,,
Antirrhinum_hispanicum_Chav,,Antirrhinum_hispanicum_Chav,Plantaginaceae,,,Antirrhinum hispanicum Chav,,,,XX-0-NEU-20190250,,,,,Antirrhinum hispanicum Chav,,,,,,,,,
Antirrhinum_mollissimum_Pau_Rothm,,Antirrhinum_mollissimum_Pau_Rothm,Plantaginaceae,,,Antirrhinum mollissimum Pau Rothm,,,,ES-0-NEU-20200850,,,,,Antirrhinum mollissimum Pau Rothm,,,,,,,,,
Euphorbia_nereidum_Jahand_and_Maire,,Euphorbia_nereidum_Jahand_and_Maire,Euphorbiaceae,,,Euphorbia nereidum Jahand and Maire,,,,XX-0-NEU-20200526,,,,,Euphorbia nereidum Jahand and Maire,,,,,,,,,
Paliurus_spina_christi_MilL,,Paliurus_spina_christi_MilL,Rhamnaceae,,,Paliurus spina christi MilL,,,,XX-0-NEU-20200348,,,,,Paliurus spina christi MilL,,,,,,,,,
Cneorum_tricoccon_L,,Cneorum_tricoccon_L,Rutaceae,,,Cneorum tricoccon L,,,,ES-0-SOLLE-040370,,,,,Cneorum tricoccon L,,,,,,,,,
Helianthemum_alypoides_Losa_and_Rivas_Goday,,Helianthemum_alypoides_Losa_and_Rivas_Goday,Cistaceae,,,Helianthemum alypoides Losa and Rivas Goday,,,,ES-0-NEU-20200734,,,,,Helianthemum alypoides Losa and Rivas Goday,,,,,,,,,
Lomelosia_cretica_L_Greuter_and_Burdet,,Lomelosia_cretica_L_Greuter_and_Burdet,Caprifoliaceae,,,Lomelosia cretica L Greuter and Burdet,,,,XX-0-NEU-20190252,,,,,Lomelosia cretica L Greuter and Burdet,,,,,,,,,
Citrus_australasica_f_MuelL_Sanguinea_Sicilia,,Citrus_australasica_f_MuelL_Sanguinea_Sicilia,Rutaceae,,,Citrus australasica f MuelL Sanguinea Sicilia,,,,XX-0-NEU-20210484,,,,,Citrus australasica f MuelL Sanguinea Sicilia,,,,,,,,,
Citrus_australasica_f_MuelL_Sanguinea_Menton,,Citrus_australasica_f_MuelL_Sanguinea_Menton,Rutaceae,,,Citrus australasica f MuelL Sanguinea Menton,,,,XX-0-NEU-20210485,,,,,Citrus australasica f MuelL Sanguinea Menton,,,,,,,,,
Citrus_australasica_f_MuelL_Sanguinea,,Citrus_australasica_f_MuelL_Sanguinea,Rutaceae,,,Citrus australasica f MuelL Sanguinea,,,,XX-0-NEU-20210487,,,,,Citrus australasica f MuelL Sanguinea,,,,,,,,,
Corynocarpus_laevigatus_J_R_Forst_and_G_Forst,,Corynocarpus_laevigatus_J_R_Forst_and_G_Forst,Corynocarpaceae,,,Corynocarpus laevigatus J R Forst and G Forst,,,,XX-0-NEU-20210488,,,,,Corynocarpus laevigatus J R Forst and G Forst,,,,,,,,,
Illicium_anisatum_L,,Illicium_anisatum_L,Schisandraceae,,,Illicium anisatum L,,,,XX-0-NEU-20210489,,,,,Illicium anisatum L,,,,,,,,,
Citrus_medica_var_sarcodactylis_Hoola_van_Nooten_Swingle,,Citrus_medica_var_sarcodactylis_Hoola_van_Nooten_Swingle,Rutaceae,,,Citrus medica var sarcodactylis Hoola van Nooten Swingle,,,,XX-0-NEU-20210490,,,,,Citrus medica var sarcodactylis Hoola van Nooten Swingle,,,,,,,,,
Aspidistra_elatior_Blume,,Aspidistra_elatior_Blume,Asparagaceae,,,Aspidistra elatior Blume,,,,XX-0-NEU-20210491,,,,,Aspidistra elatior Blume,,,,,,,,,
Camellia_sinensis_L_Kuntze,,Camellia_sinensis_L_Kuntze,Theaceae,,,Camellia sinensis L Kuntze,,,,XX-0-NEU-20210492,,,,,Camellia sinensis L Kuntze,,,,,,,,,
Kalanchoe_blossfeldiana_Poelln,,Kalanchoe_blossfeldiana_Poelln,Crassulaceae,,,Kalanchoe blossfeldiana Poelln,,,,XX-0-NEU-20210493,,,,,Kalanchoe blossfeldiana Poelln,,,,,,,,,
Kalanchoe_blossfeldiana_Poelln,,Kalanchoe_blossfeldiana_Poelln,Crassulaceae,,,Kalanchoe blossfeldiana Poelln,,,,XX-0-NEU-20210494,,,,,Kalanchoe blossfeldiana Poelln,,,,,,,,,
Lobelia_tupa_L,,Lobelia_tupa_L,Campanulaceae,,,Lobelia tupa L,,,,XX-0-NEU-20210495,,,,,Lobelia tupa L,,,,,,,,,
Nicotiana_glauca_Graham,,Nicotiana_glauca_Graham,Solanaceae,,,Nicotiana glauca Graham,,,,XX-0-BERN-2007/125,,,,,Nicotiana glauca Graham,,,,,,,,,
Nicotiana_glauca_Graham,,Nicotiana_glauca_Graham,Solanaceae,,,Nicotiana glauca Graham,,,,USA-0-STGAL-14522,,,,,Nicotiana glauca Graham,,,,,,,,,
Zingiber_officinale_Roscoe,,Zingiber_officinale_Roscoe,Zingiberaceae,,,Zingiber officinale Roscoe,,,,XX-0-NEU-20190253,,,,,Zingiber officinale Roscoe,,,,,,,,,
Dendrobium_fimbriatum_Hook,,Dendrobium_fimbriatum_Hook,Orchidaceae,,,Dendrobium fimbriatum Hook,,,,XX-0-NEU-20210496,,,,,Dendrobium fimbriatum Hook,,,,,,,,,
Dendrobium_nobile_LindL,,Dendrobium_nobile_LindL,Orchidaceae,,,Dendrobium nobile LindL,,,,XX-0-NEU-20210497,,,,,Dendrobium nobile LindL,,,,,,,,,
Coelogyne_cristata_LindL,,Coelogyne_cristata_LindL,Orchidaceae,,,Coelogyne cristata LindL,,,,XX-0-NEU-20210498,,,,,Coelogyne cristata LindL,,,,,,,,,
Dendrobium_kingianum_LindL,,Dendrobium_kingianum_LindL,Orchidaceae,,,Dendrobium kingianum LindL,,,,XX-0-NEU-20210499,,,,,Dendrobium kingianum LindL,,,,,,,,,
Paphiopedilum_Pfitzer,,Paphiopedilum_Pfitzer,Orchidaceae,,,Paphiopedilum Pfitzer,,,,XX-0-NEU-20210500,,,,,Paphiopedilum Pfitzer,,,,,,,,,
Epidendrum_ibaguense_Kunth,,Epidendrum_ibaguense_Kunth,Orchidaceae,,,Epidendrum ibaguense Kunth,,,,XX-0-NEU-20210501,,,,,Epidendrum ibaguense Kunth,,,,,,,,,
Dendrobium_nobile_LindL,,Dendrobium_nobile_LindL,Orchidaceae,,,Dendrobium nobile LindL,,,,XX-0-NEU-20210502,,,,,Dendrobium nobile LindL,,,,,,,,,
Dendrobium_lindleyi_Steud,,Dendrobium_lindleyi_Steud,Orchidaceae,,,Dendrobium lindleyi Steud,,,,XX-0-NEU-20210503,,,,,Dendrobium lindleyi Steud,,,,,,,,,
Pollia_japonica_Thunb,,Pollia_japonica_Thunb,Commelinaceae,,,Pollia japonica Thunb,,,,JP-0-B-1980391,,,,,Pollia japonica Thunb,,,,,,,,,
Colocasia_esculenta_L_Schott,,Colocasia_esculenta_L_Schott,Araceae,,,Colocasia esculenta L Schott,,,,XX-0-NEU-20210379,,,,,Colocasia esculenta L Schott,,,,,,,,,
Baccharoides_calvoana_Hook_f_Isawumi,,Baccharoides_calvoana_Hook_f_Isawumi,NA,,,Baccharoides calvoana Hook f Isawumi,,,,CM-0-B-0641608,,,,,Baccharoides calvoana Hook f Isawumi,,,,,,,,,
Hibiscus_acetosella_Hiern,,Hibiscus_acetosella_Hiern,Malvaceae,,,Hibiscus acetosella Hiern,,,,XX-0-TUEB-8051,,,,,Hibiscus acetosella Hiern,,,,,,,,,
Annona_cherimola_MilL,,Annona_cherimola_MilL,Annonaceae,,,Annona cherimola MilL,,,,XX-0-MADJ-04-2020-N,,,,,Annona cherimola MilL,,,,,,,,,
Antirrhinum_charidemi_Lange,,Antirrhinum_charidemi_Lange,Plantaginaceae,,,Antirrhinum charidemi Lange,,,,ES-1-NEU-20200737,,,,,Antirrhinum charidemi Lange,,,,,,,,,
Kalanchoe_synsepala_Baker,,Kalanchoe_synsepala_Baker,Crassulaceae,,,Kalanchoe synsepala Baker,,,,XX-0-M-2008/2220,,,,,Kalanchoe synsepala Baker,,,,,,,,,
Litchi_chinensis_Sonn_Kwai_Mi,,Litchi_chinensis_Sonn_Kwai_Mi,Sapindaceae,,,Litchi chinensis Sonn Kwai Mi,,,,XX-0-NEU-20210504,,,,,Litchi chinensis Sonn Kwai Mi,,,,,,,,,
Tradescantia_sillamontana_Matuda,,Tradescantia_sillamontana_Matuda,Commelinaceae,,,Tradescantia sillamontana Matuda,,,,XX-0-NEU-20190254,,,,,Tradescantia sillamontana Matuda,,,,,,,,,
Gossypium_hirsutum_L,,Gossypium_hirsutum_L,Malvaceae,,,Gossypium hirsutum L,,,,XX-0-STGAL-263/1981,,,,,Gossypium hirsutum L,,,,,,,,,
Luffa_cylindrica_L_mRoem,,Luffa_cylindrica_L_mRoem,Cucurbitaceae,,,Luffa cylindrica L mRoem,,,,XX-0-M-P/0521,,,,,Luffa cylindrica L mRoem,,,,,,,,,
Momordica_charantia_L,,Momordica_charantia_L,Cucurbitaceae,,,Momordica charantia L,,,,xx-0-BONN-19162,,,,,Momordica charantia L,,,,,,,,,
Stevia_rebaudiana_Bertoni_Bertoni,,Stevia_rebaudiana_Bertoni_Bertoni,Compositae,,,Stevia rebaudiana Bertoni Bertoni,,,,XX-0-NEU-20210154,,,,,Stevia rebaudiana Bertoni Bertoni,,,,,,,,,
Artemisia_annua_L,,Artemisia_annua_L,Compositae,,,Artemisia annua L,,,,CH-0-NEU-20210510,,,,,Artemisia annua L,,,,,,,,,
Euphorbia_denisii_Oudejans,,Euphorbia_denisii_Oudejans,Euphorbiaceae,,,Euphorbia denisii Oudejans,,,,MG-0-NEU-19960066,,,,,Euphorbia denisii Oudejans,,,,,,,,,
Alluaudia_ascendens_Drake_Drake,,Alluaudia_ascendens_Drake_Drake,Didiereaceae,,,Alluaudia ascendens Drake Drake,,,,MG-0-NEU-19960067,,,,,Alluaudia ascendens Drake Drake,,,,,,,,,
Alluaudia_humbertii_Choux,,Alluaudia_humbertii_Choux,Didiereaceae,,,Alluaudia humbertii Choux,,,,MG-0-NEU-19960068,,,,,Alluaudia humbertii Choux,,,,,,,,,
Didierea_madagascariensis_BailL,,Didierea_madagascariensis_BailL,Didiereaceae,,,Didierea madagascariensis BailL,,,,MG-0-NEU-19960069,,,,,Didierea madagascariensis BailL,,,,,,,,,
Aloe_bulbillifera_var_paulianae_Reynolds,,Aloe_bulbillifera_var_paulianae_Reynolds,Asphodelaceae,,,Aloe bulbillifera var paulianae Reynolds,,,,XX-0-NEU-19500527,,,,,Aloe bulbillifera var paulianae Reynolds,,,,,,,,,
Artemisia_absinthium_L,,Artemisia_absinthium_L,Compositae,,,Artemisia absinthium L,,,,CH-0-NEU-20220001,,,,,Artemisia absinthium L,,,,,,,,,
Artemisia_absinthium_L,,Artemisia_absinthium_L,Compositae,,,Artemisia absinthium L,,,,XX-0-NEU-20220002,,,,,Artemisia absinthium L,,,,,,,,,
Aloe_divaricata_A_Berger,,Aloe_divaricata_A_Berger,Asphodelaceae,,,Aloe divaricata A Berger,,,,MG-0-NEU-19500528,,,,,Aloe divaricata A Berger,,,,,,,,,
Euphorbia_tirucalli_L,,Euphorbia_tirucalli_L,Euphorbiaceae,,,Euphorbia tirucalli L,,,,XX-0-NEU-19500529,,,,,Euphorbia tirucalli L,,,,,,,,,
Aloe_antandroi_Decary_H_Perrier,,Aloe_antandroi_Decary_H_Perrier,Asphodelaceae,,,Aloe antandroi Decary H Perrier,,,,MG-0-NEU-19960822,,,,,Aloe antandroi Decary H Perrier,,,,,,,,,
Xerosicyos_danguyi_Humbert,,Xerosicyos_danguyi_Humbert,Cucurbitaceae,,,Xerosicyos danguyi Humbert,,,,MG-0-NEU-19960881,,,,,Xerosicyos danguyi Humbert,,,,,,,,,
Euphorbia_denisiana_Guillaumin,,Euphorbia_denisiana_Guillaumin,Euphorbiaceae,,,Euphorbia denisiana Guillaumin,,,,XX-0-NEU-19500530,,,,,Euphorbia denisiana Guillaumin,,,,,,,,,
Euphorbia_tirucalli_L,,Euphorbia_tirucalli_L,Euphorbiaceae,,,Euphorbia tirucalli L,,,,XX-0-NEU-19970236,,,,,Euphorbia tirucalli L,,,,,,,,,
Euphorbia_decorsei_Drake,,Euphorbia_decorsei_Drake,Euphorbiaceae,,,Euphorbia decorsei Drake,,,,XX-0-NEU-19500531,,,,,Euphorbia decorsei Drake,,,,,,,,,
Luzula_DC,,Luzula_DC,Juncaceae,,,Luzula DC,,,,XX-0-NEU-19500532,,,,,Luzula DC,,,,,,,,,
Chlorophytum_madagascariense_Baker,,Chlorophytum_madagascariense_Baker,Asparagaceae,,,Chlorophytum madagascariense Baker,,,,XX-0-NEU-19940656,,,,,Chlorophytum madagascariense Baker,,,,,,,,,
Adiantum_capillus_veneris_L,,Adiantum_capillus_veneris_L,Pteridaceae,,,Adiantum capillus veneris L,,,,CH-0-NEU-20130003,,,,,Adiantum capillus veneris L,,,,,,,,,
Tripleurospermum_tenuifolium_Kit_Neilr,,Tripleurospermum_tenuifolium_Kit_Neilr,Compositae,,,Tripleurospermum tenuifolium Kit Neilr,,,,XX-0-NEU-20200314,,,,,Tripleurospermum tenuifolium Kit Neilr,,,,,,,,,
Galanthus_nivalis_L,,Galanthus_nivalis_L,Amaryllidaceae,,,Galanthus nivalis L,,,,CH-0-NEU-20150129,,,,,Galanthus nivalis L,,,,,,,,,
Helleborus_odorus_Waldst_and_Kit_ex_Willd,,Helleborus_odorus_Waldst_and_Kit_ex_Willd,Ranunculaceae,,,Helleborus odorus Waldst and Kit ex Willd,,,,HU-0-NEU-199607177,,,,,Helleborus odorus Waldst and Kit ex Willd,,,,,,,,,
Teucrium_flavum_L,,Teucrium_flavum_L,Lamiaceae,,,Teucrium flavum L,,,,FR-0-NEU-19940472,,,,,Teucrium flavum L,,,,,,,,,
Brimeura_amethystina_L_Chouard,,Brimeura_amethystina_L_Chouard,Asparagaceae,,,Brimeura amethystina L Chouard,,,,ES-0-NEU-19920380,,,,,Brimeura amethystina L Chouard,,,,,,,,,
Silene_L,,Silene_L,Caryophyllaceae,,,Silene L,,,,XX-0-NEU-19500533,,,,,Silene L,,,,,,,,,
Sedum_rupestre_L,,Sedum_rupestre_L,NA,,,Sedum rupestre L,,,,CH-0-NEU-20150130,,,,,Sedum rupestre L,,,,,,,,,
Phyllitis_scolopendrium_L_Newman,,Phyllitis_scolopendrium_L_Newman,NA,,,Phyllitis scolopendrium L Newman,,,,CH-0-NEU-19500534,,,,,Phyllitis scolopendrium L Newman,,,,,,,,,
Erysimum_odoratum_Ehrh,,Erysimum_odoratum_Ehrh,Brassicaceae,,,Erysimum odoratum Ehrh,,,,XX-0-NEU-20200286,,,,,Erysimum odoratum Ehrh,,,,,,,,,
Globularia_cordifolia_L,,Globularia_cordifolia_L,Plantaginaceae,,,Globularia cordifolia L,,,,XX-0-NEU-19500535,,,,,Globularia cordifolia L,,,,,,,,,
Veronica_teucrium_L,,Veronica_teucrium_L,Plantaginaceae,,,Veronica teucrium L,,,,XX-0-NEU-19500536,,,,,Veronica teucrium L,,,,,,,,,
Ranunculus_bulbosus_L_subsp_bulbosus,,Ranunculus_bulbosus_L_subsp_bulbosus,Ranunculaceae,,,Ranunculus bulbosus L subsp bulbosus,,,,CH-0-NEU-20150131,,,,,Ranunculus bulbosus L subsp bulbosus,,,,,,,,,
Thymus_pulegioides_L,,Thymus_pulegioides_L,Lamiaceae,,,Thymus pulegioides L,,,,CH-0-NEU-20150132,,,,,Thymus pulegioides L,,,,,,,,,
Luzula_DC,,Luzula_DC,Juncaceae,,,Luzula DC,,,,XX-0-NEU-19500537,,,,,Luzula DC,,,,,,,,,
Avenella_flexuosa_L_Drejer,,Avenella_flexuosa_L_Drejer,Poaceae,,,Avenella flexuosa L Drejer,,,,CH-0-NEU-20200852,,,,,Avenella flexuosa L Drejer,,,,,,,,,
Bromus_erectus_Huds,,Bromus_erectus_Huds,Poaceae,,,Bromus erectus Huds,,,,CH-0-NEU-20150133,,,,,Bromus erectus Huds,,,,,,,,,
Polygala_chamaebuxus_L,,Polygala_chamaebuxus_L,Polygalaceae,,,Polygala chamaebuxus L,,,,XX-0-NEU-19500538,,,,,Polygala chamaebuxus L,,,,,,,,,
Festuca_cinerea_VilL,,Festuca_cinerea_VilL,Poaceae,,,Festuca cinerea VilL,,,,DE-0-NGOET-1694,,,,,Festuca cinerea VilL,,,,,,,,,
Onopordum_acanthium_L,,Onopordum_acanthium_L,Compositae,,,Onopordum acanthium L,,,,CH-0-NEU-20150134,,,,,Onopordum acanthium L,,,,,,,,,
Nepeta_nepetella_L,,Nepeta_nepetella_L,Lamiaceae,,,Nepeta nepetella L,,,,XX-0-NEU-19500539,,,,,Nepeta nepetella L,,,,,,,,,
Artemisia_vallesiaca_AlL,,Artemisia_vallesiaca_AlL,Compositae,,,Artemisia vallesiaca AlL,,,,XX-0-NEU-20160142,,,,,Artemisia vallesiaca AlL,,,,,,,,,
Satureja_montana_L_subsp_montana,,Satureja_montana_L_subsp_montana,Lamiaceae,,,Satureja montana L subsp montana,,,,XX-0-NEU-20150135,,,,,Satureja montana L subsp montana,,,,,,,,,
Iris_sibirica_L,,Iris_sibirica_L,Iridaceae,,,Iris sibirica L,,,,CH-0-NEU-20160052,,,,,Iris sibirica L,,,,,,,,,
Sempervivum_montanum_�_wulfenii_Mert_and_W_D_J_Koch,,Sempervivum_montanum_�_wulfenii_Mert_and_W_D_J_Koch,Crassulaceae,,,Sempervivum montanum � wulfenii Mert and W D J Koch,,,,XX-0-NEU-19500540,,,,,Sempervivum montanum � wulfenii Mert and W D J Koch,,,,,,,,,
Dryas_octopetala_L,,Dryas_octopetala_L,Rosaceae,,,Dryas octopetala L,,,,XX-0-NEU-19500480,,,,,Dryas octopetala L,,,,,,,,,
Juncus_arcticus_Willd,,Juncus_arcticus_Willd,Juncaceae,,,Juncus arcticus Willd,,,,CH-0-NEU-20160143,,,,,Juncus arcticus Willd,,,,,,,,,
Scolymus_hispanicus_L,,Scolymus_hispanicus_L,Compositae,,,Scolymus hispanicus L,,,,XX-0-NEU-20200313,,,,,Scolymus hispanicus L,,,,,,,,,
Silene_longicilia_auct,,Silene_longicilia_auct,Caryophyllaceae,,,Silene longicilia auct,,,,XX-0-NEU-20200340,,,,,Silene longicilia auct,,,,,,,,,
Santolina_chamaecyparissus_L,,Santolina_chamaecyparissus_L,Compositae,,,Santolina chamaecyparissus L,,,,XX-0-NEU-19500541,,,,,Santolina chamaecyparissus L,,,,,,,,,
Rosa_montana_Chaix,,Rosa_montana_Chaix,Rosaceae,,,Rosa montana Chaix,,,,XX-0-NEU-19500542,,,,,Rosa montana Chaix,,,,,,,,,
Helianthemum_apenninum_L_MilL,,Helianthemum_apenninum_L_MilL,Cistaceae,,,Helianthemum apenninum L MilL,,,,FR-0-NEU-20210196,,,,,Helianthemum apenninum L MilL,,,,,,,,,
Sideritis_hyssopifolia_L,,Sideritis_hyssopifolia_L,Lamiaceae,,,Sideritis hyssopifolia L,,,,CH-0-NEU-20150136,,,,,Sideritis hyssopifolia L,,,,,,,,,
Laburnum_anagyroides_Medik_subsp_anagyroides,,Laburnum_anagyroides_Medik_subsp_anagyroides,Fabaceae,,,Laburnum anagyroides Medik subsp anagyroides,,,,CH-0-NEU-20070002,,,,,Laburnum anagyroides Medik subsp anagyroides,,,,,,,,,
Silene_vulgaris_subsp_prostrata_Gaudin_Schinz_and_ThelL,,Silene_vulgaris_subsp_prostrata_Gaudin_Schinz_and_ThelL,Caryophyllaceae,,,Silene vulgaris subsp prostrata Gaudin Schinz and ThelL,,,,CH-0-Z-20181052,,,,,Silene vulgaris subsp prostrata Gaudin Schinz and ThelL,,,,,,,,,
Achillea_nobilis_L,,Achillea_nobilis_L,Compositae,,,Achillea nobilis L,,,,FR-0-NEU-20200632,,,,,Achillea nobilis L,,,,,,,,,
Juniperus_communis_L,,Juniperus_communis_L,Cupressaceae,,,Juniperus communis L,,,,XX-0-NEU-19500543,,,,,Juniperus communis L,,,,,,,,,
Seseli_L,,Seseli_L,Apiaceae,,,Seseli L,,,,ES-0-NEU-20170103,,,,,Seseli L,,,,,,,,,
Hormathophylla_Cullen_and_Dudley,,Hormathophylla_Cullen_and_Dudley,Brassicaceae,,,Hormathophylla Cullen and Dudley,,,,ES-0-NEU-20170104,,,,,Hormathophylla Cullen and Dudley,,,,,,,,,
Ajuga_genevensis_L,,Ajuga_genevensis_L,Lamiaceae,,,Ajuga genevensis L,,,,CH-0-NEU-20150137,,,,,Ajuga genevensis L,,,,,,,,,
Cynara_cardunculus_L,,Cynara_cardunculus_L,Compositae,,,Cynara cardunculus L,,,,XX-0-NEU-19500544,,,,,Cynara cardunculus L,,,,,,,,,
Verbascum_phoeniceum_L,,Verbascum_phoeniceum_L,Scrophulariaceae,,,Verbascum phoeniceum L,,,,XX-0-NEU-20180079,,,,,Verbascum phoeniceum L,,,,,,,,,
Ampelodesmos_mauritanicus_Poir_tDurand_and_Schinz,,Ampelodesmos_mauritanicus_Poir_tDurand_and_Schinz,Poaceae,,,Ampelodesmos mauritanicus Poir tDurand and Schinz,,,,IT-0-NEU-20210062,,,,,Ampelodesmos mauritanicus Poir tDurand and Schinz,,,,,,,,,
Petrorhagia_prolifera_L_pW_Ball_and_Heywood,,Petrorhagia_prolifera_L_pW_Ball_and_Heywood,Caryophyllaceae,,,Petrorhagia prolifera L pW Ball and Heywood,,,,XX-0-NEU-19500420,,,,,Petrorhagia prolifera L pW Ball and Heywood,,,,,,,,,
Alyssum_bertolonii_Desv,,Alyssum_bertolonii_Desv,Brassicaceae,,,Alyssum bertolonii Desv,,,,IT-0-NEU-20200287,,,,,Alyssum bertolonii Desv,,,,,,,,,
Alyssum_wulfenianum_Willd,,Alyssum_wulfenianum_Willd,Brassicaceae,,,Alyssum wulfenianum Willd,,,,AT-0-BERN-19930014,,,,,Alyssum wulfenianum Willd,,,,,,,,,
Santolina_neapolitana_Jord_and_Fourr,,Santolina_neapolitana_Jord_and_Fourr,Compositae,,,Santolina neapolitana Jord and Fourr,,,,XX-0-NEU-20200301,,,,,Santolina neapolitana Jord and Fourr,,,,,,,,,
Astragalus_sempervirens_subsp_catalaunicus_Braun_Blanq_Lainz,,Astragalus_sempervirens_subsp_catalaunicus_Braun_Blanq_Lainz,Fabaceae,,,Astragalus sempervirens subsp catalaunicus Braun Blanq Lainz,,,,XX-0-NEU-19500545,,,,,Astragalus sempervirens subsp catalaunicus Braun Blanq Lainz,,,,,,,,,
Cnicus_benedictus_L,,Cnicus_benedictus_L,Compositae,,,Cnicus benedictus L,,,,XX-0-NEU-20200616,,,,,Cnicus benedictus L,,,,,,,,,
Origanum_dictamnus_L,,Origanum_dictamnus_L,Lamiaceae,,,Origanum dictamnus L,,,,XX-0-NEU-20160144,,,,,Origanum dictamnus L,,,,,,,,,
Eryngium_serbicum_Pan$cic,,Eryngium_serbicum_Pan$cic,Apiaceae,,,Eryngium serbicum Pan$cic,,,,XX-0-NEU-20200304,,,,,Eryngium serbicum Pan$cic,,,,,,,,,
Campanula_grossekii_Heuff,,Campanula_grossekii_Heuff,Campanulaceae,,,Campanula grossekii Heuff,,,,XX-0-NEU-20200336,,,,,Campanula grossekii Heuff,,,,,,,,,
Campanula_lanata_Friv,,Campanula_lanata_Friv,Campanulaceae,,,Campanula lanata Friv,,,,XX-0-ZAVRT-3378,,,,,Campanula lanata Friv,,,,,,,,,
Lomelosia_argentea_L_Greuter_and_Burdet,,Lomelosia_argentea_L_Greuter_and_Burdet,Caprifoliaceae,,,Lomelosia argentea L Greuter and Burdet,,,,RO-0-KL-2014/3374,,,,,Lomelosia argentea L Greuter and Burdet,,,,,,,,,
Campanula_incurva_A_DC,,Campanula_incurva_A_DC,Campanulaceae,,,Campanula incurva A DC,,,,XX-0-BERN-1998/520_W_P,,,,,Campanula incurva A DC,,,,,,,,,
Degenia_velebitica_in_Cat_Jar,,Degenia_velebitica_in_Cat_Jar,Brassicaceae,,,Degenia velebitica in Cat Jar,,,,XX-0-NEU-20170105,,,,,Degenia velebitica in Cat Jar,,,,,,,,,
Paeonia_L,,Paeonia_L,Paeoniaceae,,,Paeonia L,,,,XX-0-NEU-19500546,,,,,Paeonia L,,,,,,,,,
Campanula_cochleariifolia_Lam,,Campanula_cochleariifolia_Lam,Campanulaceae,,,Campanula cochleariifolia Lam,,,,XX-0-NEU-19500547,,,,,Campanula cochleariifolia Lam,,,,,,,,,
Eryngium_palmatum_in_Cat_Jar,,Eryngium_palmatum_in_Cat_Jar,Apiaceae,,,Eryngium palmatum in Cat Jar,,,,XX-0-NEU-20200306,,,,,Eryngium palmatum in Cat Jar,,,,,,,,,
